user_id,username,email,age,subscription,transaction_date,region,city,product_category,price,sale_amount,status,store_id,raw_timestamp
1037,user1037,user1037@example.com,52,Basic,3/31/2025,West,Mumbai,Office Supplies,5911.65,23646.6,,S108,3/31/2025 13:16
1038,user1038,user1038@example.com,43,Basic,4/23/2025,West,Mumbai,Groceries,3607.47,10822.41,,S107,4/23/2025 6:42
1039,user1039,user1039@example.com,40,Basic,2/11/2025,West,Mumbai,Office Supplies,4876.8,29260.8,Returned,S110,2/11/2025 21:57
1040,user1040,user1040@example.com,38,Premium,2/21/2025,West,Mumbai,Office Supplies,3488.13,17440.65,Cancelled,S105,2/21/2025 3:10
1041,user1041,user1041@example.com,48,Premium,6/20/2025,West,Mumbai,Furniture,1476.36,2952.72,Returned,S107,6/20/2025 11:42
1042,user1042,user1042@example.com,37,Premium,2/14/2025,West,Mumbai,Groceries,4321.55,12964.65,Returned,S106,2/14/2025 0:50
1043,user1043,user1043@example.com,51,Premium,4/8/2025,West,Mumbai,Furniture,1771.33,7085.32,Delivered,S106,4/8/2025 19:17
1044,user1044,user1044@example.com,47,Basic,3/31/2025,West,Mumbai,Furniture,5226.03,10452.06,Delivered,S103,3/31/2025 1:35
1045,user1045,user1045@example.com,47,Premium,5/21/2025,West,Mumbai,Groceries,522.68,522.68,Returned,S110,5/21/2025 1:36
1046,user1046,user1046@example.com,51,Basic,2/7/2025,West,Mumbai,Electronics,4470.45,4470.45,Delivered,S106,2/7/2025 13:46
1047,user1047,user1047@example.com,21,Premium,5/21/2025,West,Mumbai,Office Supplies,231.47,462.94,Returned,S108,5/21/2025 2:03
1048,user1048,user1048@example.com,24,Premium,4/27/2025,West,Mumbai,Furniture,1473.41,1473.41,Delivered,S107,4/27/2025 0:11
1049,user1049,user1049@example.com,53,Premium,4/17/2025,West,Mumbai,Electronics,1933.49,1933.49,Delivered,S110,4/17/2025 22:58
1050,user1050,user1050@example.com,21,Premium,5/30/2025,West,Mumbai,Clothing,1230.79,7384.74,Cancelled,S101,5/30/2025 21:32
1051,user1051,user1051@example.com,22,Premium,6/2/2025,West,Mumbai,Clothing,1412.24,4236.72,Pending,S102,6/2/2025 0:02
1052,user1052,user1052@example.com,47,Basic,3/26/2025,West,Mumbai,Furniture,3393.68,20362.08,Pending,S102,3/26/2025 18:01
1053,user1053,user1053@example.com,32,Basic,4/5/2025,West,Mumbai,Clothing,4160.03,24960.18,Cancelled,S102,4/5/2025 3:29
1054,user1054,user1054@example.com,55,Premium,6/10/2025,West,Mumbai,Clothing,2635.02,10540.08,Returned,S102,6/10/2025 8:23
1055,user1055,user1055@example.com,39,Basic,4/9/2025,West,Mumbai,Electronics,5939.79,11879.58,Delivered,S110,4/9/2025 12:56
1056,user1056,user1056@example.com,23,Basic,5/7/2025,West,Mumbai,Electronics,,0,Cancelled,S106,5/7/2025 21:11
1057,user1057,,30,Basic,5/4/2025,West,Mumbai,Office Supplies,669.82,4018.92,Returned,S103,5/4/2025 19:06
1058,user1058,user1058@example.com,18,Basic,6/4/2025,West,Mumbai,Groceries,4920.91,24604.55,Pending,S106,6/4/2025 19:00
1059,user1059,user1059@example.com,38,Basic,4/22/2025,West,Mumbai,Furniture,1485.49,7427.45,Returned,S105,4/22/2025 11:18
1060,user1060,user1060@example.com,38,Premium,6/26/2025,West,Mumbai,Clothing,2250.99,11254.95,Pending,S102,6/26/2025 0:11
1061,user1061,user1061@example.com,51,Premium,6/11/2025,West,Mumbai,Groceries,1496.56,7482.8,Returned,S109,6/11/2025 9:43
1062,user1062,user1062@example.com,22,Premium,5/8/2025,West,Mumbai,Clothing,3801.24,7602.48,Pending,S104,5/8/2025 7:47
1063,user1063,user1063@example.com,44,Premium,3/26/2025,West,Mumbai,Electronics,5340.54,32043.24,Cancelled,S108,3/26/2025 15:25
1064,user1064,user1064@example.com,49,Basic,4/17/2025,West,Mumbai,Groceries,2139.81,4279.62,Returned,S101,4/17/2025 17:59
1065,user1065,user1065@example.com,26,Basic,5/20/2025,West,Mumbai,Clothing,137.13,274.26,Delivered,S105,5/20/2025 14:57
1066,user1066,user1066@example.com,33,Basic,6/1/2025,West,Mumbai,Clothing,3550.75,10652.25,Delivered,S110,6/1/2025 23:09
1067,user1067,user1067@example.com,52,Basic,1/30/2025,West,Mumbai,Groceries,1824.14,5472.42,Pending,S109,1/30/2025 21:14
1068,user1068,user1068@example.com,50,Premium,5/23/2025,West,Mumbai,Electronics,3245.98,6491.96,Returned,S101,5/23/2025 5:51
1069,user1069,user1069@example.com,35,Basic,1/2/2025,West,Mumbai,Clothing,2213.25,13279.5,Delivered,S108,1/2/2025 18:15
1070,user1070,user1070@example.com,28,Basic,3/21/2025,West,Mumbai,Groceries,4199.17,12597.51,Returned,S102,3/21/2025 3:13
1071,user1071,user1071@example.com,21,Premium,5/2/2025,West,Mumbai,Electronics,4574.7,9149.4,Pending,S101,5/2/2025 19:28
1072,user1072,user1072@example.com,30,Premium,5/2/2025,West,Mumbai,Furniture,2879.39,5758.78,Pending,S102,5/2/2025 3:33
1073,user1073,user1073@example.com,44,Premium,3/25/2025,West,Mumbai,Electronics,4324.1,21620.5,Pending,S109,3/25/2025 21:27
1074,user1074,user1074@example.com,20,Basic,3/25/2025,West,Mumbai,Clothing,1306.32,2612.64,Delivered,S105,3/25/2025 21:44
1075,user1075,user1075@example.com,59,Basic,2/23/2025,West,Mumbai,Electronics,1690.83,10144.98,Cancelled,S108,2/23/2025 0:42
1076,user1076,user1076@example.com,26,Premium,6/7/2025,West,Mumbai,Office Supplies,1607.47,9644.82,Returned,S105,6/7/2025 22:17
1077,user1077,user1077@example.com,29,Premium,5/24/2025,West,Mumbai,Office Supplies,2347.43,11737.15,Delivered,S108,5/24/2025 9:09
1078,user1078,user1078@example.com,54,Basic,4/23/2025,West,Mumbai,Groceries,850.14,2550.42,Pending,S103,4/23/2025 22:19
1079,user1079,user1079@example.com,24,Premium,1/30/2025,West,Mumbai,Groceries,307.59,615.18,Delivered,S108,1/30/2025 16:57
1080,user1080,user1080@example.com,35,Basic,3/14/2025,West,Mumbai,Furniture,1734.47,10406.82,Delivered,S101,3/14/2025 1:03
1081,user1081,user1081@example.com,21,Basic,6/20/2025,West,Mumbai,Office Supplies,5301.55,10603.1,Delivered,S110,6/20/2025 17:30
1082,user1082,user1082@example.com,20,Basic,5/31/2025,West,Mumbai,Electronics,3001.99,9005.97,Cancelled,S108,5/31/2025 3:57
1083,user1083,user1083@example.com,54,Basic,3/31/2025,West,Mumbai,Clothing,3834.28,15337.12,Pending,S105,3/31/2025 13:44
1084,user1084,user1084@example.com,41,Basic,1/6/2025,West,Mumbai,Groceries,1408.02,7040.1,Returned,S102,1/6/2025 7:03
1085,user1085,user1085@example.com,23,Basic,6/15/2025,West,Mumbai,Clothing,5618.39,33710.34,Delivered,S105,6/15/2025 12:31
1086,user1086,user1086@example.com,53,Premium,1/14/2025,West,Mumbai,Electronics,1962.99,3925.98,Cancelled,S108,1/14/2025 20:27
1087,user1087,user1087@example.com,54,Basic,4/25/2025,West,Mumbai,Office Supplies,2056.62,10283.1,Returned,S108,4/25/2025 10:16
1088,user1088,user1088@example.com,20,Basic,6/27/2025,West,Mumbai,Electronics,5590.98,16772.94,Cancelled,S108,6/27/2025 13:48
1089,user1089,user1089@example.com,28,Basic,4/8/2025,West,Mumbai,Clothing,1008.62,6051.72,Delivered,S109,4/8/2025 14:10
1090,user1090,user1090@example.com,20,Premium,4/26/2025,West,Mumbai,Furniture,3082.49,9247.47,Cancelled,S106,4/26/2025 19:16
1091,user1091,user1091@example.com,20,Premium,1/3/2025,West,Mumbai,Furniture,4442.62,13327.86,Pending,S101,1/3/2025 9:55
1092,user1092,user1092@example.com,24,Premium,1/3/2025,West,Mumbai,Clothing,3396.53,16982.65,Delivered,S103,1/3/2025 9:13
1093,user1093,user1093@example.com,25,Basic,5/21/2025,West,Mumbai,Furniture,,0,Delivered,S101,5/21/2025 3:08
1094,user1094,user1094@example.com,30,Premium,3/16/2025,West,Mumbai,Electronics,5048.14,10096.28,Cancelled,S102,3/16/2025 15:44
1095,user1095,user1095@example.com,42,Premium,6/13/2025,West,Mumbai,Electronics,4648.16,23240.8,Returned,S102,6/13/2025 9:00
1096,user1096,user1096@example.com,58,Premium,2/13/2025,West,Mumbai,Clothing,5928.81,35572.86,Pending,S107,2/13/2025 2:06
1097,user1097,user1097@example.com,33,Basic,6/2/2025,West,Mumbai,Office Supplies,2585.07,10340.28,,S104,6/2/2025 14:28
1098,user1098,user1098@example.com,19,Basic,2/4/2025,West,Mumbai,Furniture,5240.58,20962.32,Returned,S102,2/4/2025 8:23
1099,user1099,user1099@example.com,37,Basic,3/18/2025,West,Mumbai,Electronics,3812.59,15250.36,Pending,S105,3/18/2025 18:59
1100,user1100,user1100@example.com,51,Premium,5/16/2025,West,Mumbai,Groceries,5230.46,31382.76,Pending,S107,5/16/2025 13:34
1101,user1101,user1101@example.com,57,Basic,4/2/2025,West,Mumbai,Office Supplies,576.33,2881.65,Delivered,S104,4/2/2025 20:57
1102,user1102,user1102@example.com,25,Premium,6/15/2025,West,Mumbai,Clothing,2607.5,13037.5,Returned,S102,6/15/2025 21:26
1103,user1103,user1103@example.com,30,Premium,5/7/2025,West,Mumbai,Office Supplies,4710,14130,,S104,5/7/2025 23:53
1104,user1104,user1104@example.com,36,Basic,4/11/2025,West,Mumbai,Furniture,3210.47,12841.88,Pending,S103,4/11/2025 16:06
1105,user1105,user1105@example.com,59,Premium,3/17/2025,West,Mumbai,Groceries,3394.66,20367.96,Delivered,S105,3/17/2025 23:34
1106,user1106,user1106@example.com,48,Premium,1/9/2025,West,Mumbai,Furniture,5075.13,10150.26,Returned,S102,1/9/2025 13:42
1107,user1107,user1107@example.com,59,Basic,4/12/2025,West,Mumbai,Groceries,288.56,1154.24,Cancelled,S106,4/12/2025 17:46
1108,user1108,user1108@example.com,36,Premium,5/4/2025,West,Mumbai,Electronics,5802.36,17407.08,,S109,5/4/2025 2:45
1109,user1109,user1109@example.com,45,Premium,1/9/2025,West,Mumbai,Clothing,1457.82,7289.1,Delivered,S107,1/9/2025 4:47
1110,user1110,user1110@example.com,56,Premium,3/23/2025,West,Mumbai,Furniture,4145.02,12435.06,Returned,S101,3/23/2025 5:58
1111,user1111,user1111@example.com,43,Basic,4/13/2025,West,Mumbai,Groceries,109.95,329.85,Cancelled,S102,4/13/2025 18:03
1112,user1112,user1112@example.com,35,Premium,1/26/2025,West,Mumbai,Clothing,1163.38,4653.52,Pending,S101,1/26/2025 12:44
1113,user1113,user1113@example.com,39,Basic,3/23/2025,West,Mumbai,Office Supplies,5496.57,32979.42,Cancelled,S110,3/23/2025 18:06
1114,user1114,user1114@example.com,42,Premium,3/14/2025,West,Mumbai,Groceries,4370.47,26222.82,Returned,S103,3/14/2025 13:48
1115,user1115,user1115@example.com,39,Basic,6/6/2025,West,Mumbai,Furniture,5896.83,11793.66,Delivered,S105,6/6/2025 14:04
1116,user1116,user1116@example.com,36,Basic,3/19/2025,West,Mumbai,Clothing,3889.88,3889.88,Cancelled,S107,3/19/2025 10:57
1117,user1117,user1117@example.com,23,Premium,1/14/2025,West,Mumbai,Electronics,1109.48,6656.88,Cancelled,S103,1/14/2025 6:19
1118,user1118,user1118@example.com,57,Premium,6/5/2025,West,Mumbai,Electronics,3938.62,19693.1,Pending,S102,6/5/2025 21:01
1119,user1119,user1119@example.com,51,Basic,1/22/2025,West,Mumbai,Clothing,1183.68,7102.08,Pending,S103,1/22/2025 9:19
1120,user1120,user1120@example.com,52,Premium,4/15/2025,West,Mumbai,Groceries,5611.62,11223.24,Returned,S104,4/15/2025 22:42
1121,user1121,user1121@example.com,32,Basic,2/12/2025,West,Mumbai,Furniture,3968.22,15872.88,Delivered,S110,2/12/2025 20:57
1122,user1122,user1122@example.com,19,Basic,3/11/2025,West,Mumbai,Groceries,5569.16,5569.16,Pending,S101,3/11/2025 15:33
1123,user1123,user1123@example.com,52,Basic,3/16/2025,West,Mumbai,Furniture,3171.09,9513.27,Pending,S110,3/16/2025 4:55
1124,user1124,user1124@example.com,52,Basic,2/24/2025,West,Mumbai,Electronics,3864.88,11594.64,Returned,S107,2/24/2025 8:48
1125,user1125,user1125@example.com,22,Premium,1/5/2025,West,Mumbai,Electronics,5174.01,31044.06,Delivered,S106,1/5/2025 20:05
1126,user1126,user1126@example.com,53,Premium,6/1/2025,West,Mumbai,Clothing,442.73,2213.65,Returned,S101,6/1/2025 9:02
1127,user1127,user1127@example.com,40,Basic,3/28/2025,West,Mumbai,Clothing,894.64,3578.56,Cancelled,S101,3/28/2025 19:51
1128,user1128,user1128@example.com,51,Basic,4/17/2025,West,Mumbai,Clothing,2601.18,2601.18,Pending,S106,4/17/2025 14:32
1129,,user1129@example.com,33,Basic,4/13/2025,West,Mumbai,Groceries,4577.82,18311.28,Pending,S109,4/13/2025 11:34
1130,user1130,,35,Premium,2/24/2025,West,Mumbai,Groceries,5666.19,33997.14,Pending,S104,2/24/2025 12:07
1131,user1131,user1131@example.com,26,Premium,1/24/2025,West,Mumbai,Clothing,2149.81,4299.62,Returned,S101,1/24/2025 1:45
1132,user1132,user1132@example.com,49,Premium,2/20/2025,West,Mumbai,Clothing,5207.51,31245.06,Pending,S109,2/20/2025 11:17
1133,user1133,user1133@example.com,55,Premium,3/8/2025,West,Mumbai,Groceries,2228.92,4457.84,Pending,S106,3/8/2025 3:23
1134,user1134,user1134@example.com,21,Basic,2/19/2025,West,Mumbai,Clothing,3801.24,3801.24,Pending,S107,2/19/2025 16:59
1135,user1135,user1135@example.com,51,Basic,5/29/2025,West,Mumbai,Clothing,4010.6,20053,Pending,S110,5/29/2025 10:53
1136,user1136,user1136@example.com,56,Basic,5/20/2025,West,Mumbai,Office Supplies,2713.84,13569.2,Cancelled,S110,5/20/2025 13:37
1137,user1137,user1137@example.com,34,Premium,2/21/2025,West,Mumbai,Office Supplies,5475.85,10951.7,Returned,S107,2/21/2025 10:53
1138,user1138,user1138@example.com,19,Premium,4/28/2025,West,Mumbai,Furniture,3515.99,3515.99,Delivered,S107,4/28/2025 17:42
1139,user1139,user1139@example.com,19,Premium,2/26/2025,West,Mumbai,Clothing,4253.63,17014.52,Pending,S102,2/26/2025 15:09
1140,user1140,user1140@example.com,47,Premium,2/28/2025,West,Mumbai,Office Supplies,4975.12,29850.72,Pending,S108,2/28/2025 13:15
1141,user1141,user1141@example.com,39,Basic,5/25/2025,West,Mumbai,Furniture,3884.72,15538.88,Returned,S106,5/25/2025 17:17
1142,user1142,user1142@example.com,21,Premium,4/23/2025,West,Mumbai,Clothing,5075.11,15225.33,Delivered,S110,4/23/2025 8:36
1143,user1143,user1143@example.com,34,Basic,2/22/2025,West,Mumbai,Furniture,4935.01,9870.02,Delivered,S109,2/22/2025 0:09
1144,user1144,user1144@example.com,52,Premium,5/27/2025,West,Mumbai,Electronics,5658.53,16975.59,Pending,S110,5/27/2025 16:57
1145,user1145,user1145@example.com,33,Basic,2/8/2025,West,Mumbai,Office Supplies,5476.17,21904.68,Pending,S103,2/8/2025 7:49
1146,user1146,user1146@example.com,57,Premium,3/14/2025,West,Mumbai,Clothing,399.06,1197.18,Cancelled,S110,3/14/2025 18:36
1147,user1147,user1147@example.com,35,Basic,2/4/2025,West,Mumbai,Furniture,5286.68,10573.36,Delivered,S104,2/4/2025 22:14
1148,user1148,user1148@example.com,39,Premium,1/4/2025,West,Mumbai,Groceries,4608.58,27651.48,Returned,S105,1/4/2025 1:06
1149,user1149,user1149@example.com,21,Basic,1/10/2025,West,Mumbai,Furniture,2304.89,11524.45,Delivered,S101,1/10/2025 18:48
1150,user1150,user1150@example.com,57,Premium,6/8/2025,West,Mumbai,Electronics,5187.79,10375.58,Pending,S108,6/8/2025 8:00
1151,user1151,user1151@example.com,38,Basic,3/25/2025,West,Mumbai,Office Supplies,5833.37,35000.22,Cancelled,S108,3/25/2025 21:31
1152,user1152,user1152@example.com,52,Basic,6/24/2025,West,Mumbai,Groceries,5498.73,32992.38,Pending,S107,6/24/2025 0:16
1153,user1153,user1153@example.com,45,Basic,5/20/2025,West,Mumbai,Furniture,2047.24,4094.48,Returned,S104,5/20/2025 1:30
1154,user1154,user1154@example.com,30,Basic,4/26/2025,West,Mumbai,Furniture,2849.12,8547.36,Delivered,S105,4/26/2025 3:29
1155,user1155,user1155@example.com,25,Basic,2/27/2025,West,Mumbai,Clothing,579.38,2317.52,Pending,S102,2/27/2025 22:51
1156,user1156,user1156@example.com,33,Basic,2/22/2025,West,Mumbai,Groceries,2860.94,2860.94,,S107,2/22/2025 8:40
1157,user1157,,24,Basic,3/28/2025,West,Mumbai,Furniture,2485.6,14913.6,Returned,S104,3/28/2025 17:31
1158,user1158,user1158@example.com,54,Basic,4/29/2025,West,Mumbai,Electronics,5247.65,5247.65,,S110,4/29/2025 11:17
1159,user1159,user1159@example.com,36,Premium,2/23/2025,West,Mumbai,Groceries,635.72,635.72,Pending,S106,2/23/2025 21:06
1160,user1160,user1160@example.com,47,Basic,4/20/2025,West,Mumbai,Office Supplies,5286.68,21146.72,Delivered,S104,4/20/2025 22:00
1161,user1161,user1161@example.com,29,Premium,2/13/2025,West,Mumbai,Office Supplies,104.29,208.58,Pending,S106,2/13/2025 4:23
1162,user1162,user1162@example.com,50,Basic,4/6/2025,West,Mumbai,Office Supplies,4920.43,19681.72,Delivered,S108,4/6/2025 19:36
1163,user1163,user1163@example.com,56,Basic,4/13/2025,West,Mumbai,Groceries,1484.05,4452.15,Pending,S107,4/13/2025 11:06
1164,user1164,user1164@example.com,58,Basic,3/25/2025,West,Mumbai,Office Supplies,3406.7,17033.5,Cancelled,S107,3/25/2025 15:27
1165,user1165,user1165@example.com,45,Basic,6/9/2025,West,Mumbai,Office Supplies,3299.96,13199.84,Pending,S106,6/9/2025 9:10
1166,user1166,user1166@example.com,47,Premium,1/9/2025,West,Mumbai,Office Supplies,1536.19,1536.19,Returned,S108,1/9/2025 10:40
1167,user1167,user1167@example.com,42,Premium,3/5/2025,West,Mumbai,Office Supplies,2184.26,8737.04,Delivered,S102,3/5/2025 21:54
1168,user1168,user1168@example.com,50,Basic,1/13/2025,West,Mumbai,Furniture,3220.48,16102.4,Returned,S103,1/13/2025 21:08
1169,user1169,user1169@example.com,20,Basic,6/24/2025,West,Mumbai,Furniture,2477.66,7432.98,Returned,S102,6/24/2025 8:04
1170,user1170,user1170@example.com,45,Premium,1/24/2025,West,Mumbai,Office Supplies,5968,5968,Pending,S110,1/24/2025 14:17
1171,user1171,user1171@example.com,27,Premium,4/14/2025,West,Mumbai,Clothing,1931.24,9656.2,Returned,S101,4/14/2025 22:08
1172,user1172,user1172@example.com,34,Premium,4/2/2025,West,Mumbai,Groceries,4530.42,22652.1,Pending,S105,4/2/2025 8:23
1173,user1173,user1173@example.com,24,Premium,6/14/2025,West,Mumbai,Furniture,620.11,3720.66,Pending,S101,6/14/2025 10:16
1174,user1174,user1174@example.com,44,Premium,5/31/2025,West,Mumbai,Clothing,1601.47,8007.35,Pending,S109,5/31/2025 15:18
1175,user1175,user1175@example.com,56,Premium,1/22/2025,West,Mumbai,Electronics,330.78,1323.12,Returned,S109,1/22/2025 16:38
1176,user1176,user1176@example.com,38,Basic,1/22/2025,West,Mumbai,Office Supplies,3064.83,3064.83,,S105,1/22/2025 4:15
1177,user1177,user1177@example.com,36,Basic,6/8/2025,West,Mumbai,Office Supplies,5363.18,21452.72,Cancelled,S107,6/8/2025 19:12
1178,user1178,user1178@example.com,55,Basic,1/23/2025,West,Mumbai,Office Supplies,,0,Pending,S108,1/23/2025 9:14
1179,user1179,user1179@example.com,35,Premium,5/5/2025,West,Mumbai,Groceries,3532.86,21197.16,Delivered,S101,5/5/2025 6:39
1180,,user1180@example.com,36,Basic,2/7/2025,West,Mumbai,Furniture,4249.56,4249.56,Pending,S104,2/7/2025 4:27
1181,user1181,user1181@example.com,33,Premium,2/26/2025,North,Delhi,Electronics,1903.55,1903.55,Cancelled,S103,2/26/2025 7:21
1182,user1182,user1182@example.com,50,Premium,6/21/2025,North,Delhi,Electronics,1382.35,8294.1,Pending,S108,6/21/2025 19:41
1183,user1183,user1183@example.com,19,Premium,4/8/2025,North,Delhi,Office Supplies,4438.04,26628.24,Delivered,S102,4/8/2025 22:58
1184,user1184,user1184@example.com,47,Premium,3/21/2025,North,Delhi,Clothing,5804.83,11609.66,Delivered,S102,3/21/2025 14:10
1185,user1185,user1185@example.com,59,Premium,4/26/2025,North,Delhi,Furniture,1472.31,2944.62,Delivered,S101,4/26/2025 2:06
1186,user1186,user1186@example.com,18,Premium,5/20/2025,North,Delhi,Furniture,1727.91,3455.82,Cancelled,S103,5/20/2025 4:10
1187,user1187,user1187@example.com,35,Basic,5/14/2025,North,Delhi,Groceries,1946.78,3893.56,Returned,S107,5/14/2025 3:27
1188,user1188,user1188@example.com,47,Basic,2/17/2025,North,Delhi,Electronics,1738.94,1738.94,Delivered,S104,2/17/2025 18:28
1189,user1189,user1189@example.com,26,Premium,6/14/2025,North,Delhi,Electronics,2853.12,8559.36,Pending,S101,6/14/2025 0:26
1190,user1190,user1190@example.com,48,Basic,3/17/2025,North,Delhi,Groceries,3134.55,6269.1,Returned,S108,3/17/2025 20:05
1191,user1191,user1191@example.com,49,Premium,2/19/2025,North,Delhi,Office Supplies,582.92,582.92,Cancelled,S105,2/19/2025 22:20
1192,user1192,user1192@example.com,38,Basic,5/21/2025,North,Delhi,Groceries,4450.02,4450.02,Cancelled,S101,5/21/2025 21:43
1193,user1193,user1193@example.com,42,Premium,3/4/2025,North,Delhi,Clothing,3680.59,7361.18,Pending,S108,3/4/2025 2:09
1194,user1194,user1194@example.com,40,Basic,5/25/2025,North,Delhi,Furniture,5690.35,22761.4,Delivered,S105,5/25/2025 10:40
1195,user1195,user1195@example.com,36,Premium,1/25/2025,North,Delhi,Office Supplies,2262.2,13573.2,Pending,S101,1/25/2025 7:40
1196,user1196,user1196@example.com,41,Premium,3/4/2025,North,Delhi,Office Supplies,2408.08,7224.24,Delivered,S108,3/4/2025 11:15
1197,user1197,user1197@example.com,54,Basic,5/21/2025,North,Delhi,Office Supplies,999,2997,Pending,S106,5/21/2025 3:14
1198,user1198,user1198@example.com,42,Premium,3/21/2025,North,Delhi,Office Supplies,5545.9,5545.9,Returned,S104,3/21/2025 5:26
1199,user1199,user1199@example.com,51,Basic,4/18/2025,North,Delhi,Furniture,5321.56,5321.56,Delivered,S103,4/18/2025 22:11
1200,user1200,user1200@example.com,39,Basic,6/3/2025,North,Delhi,Furniture,2631.13,5262.26,Cancelled,S107,6/3/2025 19:27
